metric	key	value
support_invariance_violations	all	0
orbit_lower_bound_violations	all	0
burnside_violations_b_c_le_3	all	0
orbit_count	1x1	1
orbit_count	1x2	2
orbit_count	1x3	3
orbit_count	1x4	4
orbit_count	2x1	1
orbit_count	2x2	4
orbit_count	2x3	9
orbit_count	2x4	17
orbit_count	3x1	1
orbit_count	3x2	6
orbit_count	3x3	23
orbit_count	3x4	65
orbit_count	4x1	1
orbit_count	4x2	9
orbit_count	4x3	51
orbit_count	4x4	230
probability_dof_after_normalization	4x4	229
