feature	pearson	spearman
block_size	0.14406315737222963	0.15498794786667686
aut_size	0.12408112616130192	0.12452833175309841
aut_equiv	0.09554834440906002	0.08556062669794583
scc_same	0.16944469809350543	0.17008599251586798
refine_steps	-0.14302854471550508	-0.1550036169083086
path_redundancy	0.5365740133576279	0.4586366705897402
